,0
0,-697.5173950195312
1,-3004.8560485839844
2,-930.9517211914062
3,27.1510009765625
4,66.52865600585938
5,519.6528930664062
6,720.5641174316406
7,-3008.19873046875
8,1265.5846252441406
9,-1998.6012878417969
10,-313.1721496582031
11,-610.42822265625
12,-1422.1441040039062
13,-128.58636474609375
14,-1810.9955444335938
15,1558.2847595214844
16,561.7676086425781
17,3322.8482666015625
18,1145.2626953125
19,-542.1119689941406
20,1198.4584350585938
21,-2695.8695373535156
22,759.166259765625
23,-952.97802734375
24,1196.7343444824219
25,1312.1273498535156
26,-2209.9131469726562
27,-2098.3685302734375
28,96.92938232421875
29,1625.9323120117188
30,-101.96255493164062
31,-1972.0387573242188
32,-677.1697387695312
33,-479.1294860839844
34,-2148.1134033203125
35,2958.1717834472656
36,1250.3584289550781
37,211.1136474609375
38,-1055.7740783691406
39,1554.4998474121094
40,-874.3472900390625
41,-1570.9930419921875
42,-2936.704620361328
43,-1299.5950012207031
44,3260.6181640625
45,-1353.1749877929688
46,-1571.4795227050781
47,-1048.34521484375
48,2892.2403869628906
49,1979.1810607910156
50,417.0119934082031
51,1463.8804016113281
52,24.321441650390625
53,1453.2623901367188
54,-792.24072265625
55,1519.4404907226562
56,106.67971801757812
57,1567.8976440429688
58,1409.29638671875
59,-450.3060302734375
60,-1542.524658203125
61,343.9911193847656
62,1566.65283203125
63,-1257.86669921875
64,-2537.5374145507812
65,472.3231506347656
66,-1057.894775390625
67,-2870.561737060547
68,-237.04220581054688
69,1482.080322265625
70,-2142.16650390625
71,-3.228424072265625
72,1362.6419067382812
73,354.9169616699219
74,-1148.5426025390625
75,-2118.3079223632812
76,1587.4007568359375
77,-3025.0369873046875
78,2620.5406799316406
79,2301.4418334960938
80,-3460.5015869140625
81,1183.7443542480469
82,-398.37371826171875
83,2834.3920288085938
84,-3786.978729248047
85,-374.32342529296875
86,-2700.83251953125
87,1172.8712768554688
88,-2748.167694091797
89,-1498.5248107910156
90,1957.7750549316406
91,-85.0107421875
92,1494.5335998535156
93,-4356.025848388672
94,-866.3234252929688
95,103.12020874023438
96,2671.1400756835938
97,-342.1327819824219
98,601.4310913085938
99,1135.2474365234375
100,2283.280975341797
101,-621.0059814453125
102,32.4927978515625
103,877.2887573242188
104,-1804.0636596679688
105,-169.7161865234375
106,1146.3934326171875
107,-577.8667602539062
108,-2008.7337646484375
109,-3117.6183471679688
110,-2812.220977783203
111,234.9293212890625
112,1864.5462951660156
113,-2153.5074768066406
114,792.5547790527344
115,2005.1850891113281
116,-102.065185546875
117,1649.4131774902344
118,2405.391845703125
119,-578.1356811523438
120,-2327.9169006347656
121,1064.26123046875
122,-969.0406188964844
123,1111.28369140625
124,777.3661193847656
125,864.1975402832031
126,783.9497680664062
127,-11.568939208984375
128,-942.0827331542969
129,-2056.6277465820312
130,-290.8407287597656
131,619.0511474609375
132,803.1704711914062
133,-1053.9744567871094
134,1721.4906005859375
135,609.2813720703125
136,781.1971435546875
137,-1002.8482971191406
138,-335.5865478515625
139,-1346.0288391113281
140,3955.9456787109375
141,1784.1107177734375
142,1548.0227661132812
143,-601.3505859375
144,-992.357666015625
145,2359.707244873047
146,142.74398803710938
147,-231.23562622070312
148,-651.1730346679688
149,411.70147705078125
150,2030.8307800292969
151,-601.7062377929688
152,1527.0745849609375
153,602.7210693359375
154,-69.28488159179688
155,18.343414306640625
156,-214.29330444335938
157,-1147.0126037597656
158,-2359.864044189453
159,-289.6058349609375
160,-71.79248046875
161,990.2495727539062
162,-3260.255645751953
163,-930.1484069824219
164,-880.0785522460938
165,-601.2605590820312
166,-58.8599853515625
167,-1300.2261352539062
168,-716.2577514648438
169,1358.1561584472656
170,-147.78274536132812
171,1591.1721496582031
172,1259.6741638183594
173,-4535.849456787109
174,298.935546875
175,-1892.324951171875
176,-342.92822265625
177,537.947021484375
178,-109.04013061523438
179,-1203.0870971679688
180,245.345703125
181,-1033.1976623535156
182,-188.778076171875
183,-362.49298095703125
184,783.7311096191406
185,-1746.6568908691406
186,-1573.7339172363281
187,2224.526336669922
188,2108.937225341797
189,-1.55780029296875
190,-835.4396667480469
191,-3275.3845825195312
192,-964.5473327636719
193,-928.8483276367188
194,110.3848876953125
195,2424.3939819335938
196,-1895.4943237304688
197,2434.1074829101562
198,511.1666564941406
199,-476.5998229980469
200,-296.04205322265625
201,1855.2373046875
202,1607.5280151367188
203,1316.7895812988281
204,-4122.8028564453125
205,-1470.3162841796875
206,3468.2005920410156
207,-1227.2739868164062
208,-1173.8924865722656
209,-2487.721923828125
210,-1965.0226440429688
211,1465.8795471191406
212,1393.7065734863281
213,294.53424072265625
214,-1627.0917358398438
215,5623.8985595703125
216,1270.6529846191406
217,-1396.8460083007812
218,294.36126708984375
219,-97.98739624023438
220,279.70587158203125
221,66.4820556640625
222,-84.79534912109375
223,926.130859375
224,675.1725769042969
225,-394.311279296875
226,-1641.8826599121094
227,-725.1699829101562
228,4134.2847900390625
229,-17.43975830078125
230,108.32659912109375
231,-1279.0813903808594
232,-1498.7168884277344
233,-387.27874755859375
234,876.0876770019531
235,-585.9343566894531
236,1869.32666015625
237,1004.991943359375
238,-236.9232177734375
239,-2674.856689453125
240,-1185.5094299316406
241,-1102.09423828125
242,248.25985717773438
243,1129.1918029785156
244,-1746.0661010742188
245,151.41030883789062
246,-514.5415954589844
247,-1128.0064392089844
248,1823.9341125488281
249,-259.4368591308594
250,-812.5929870605469
251,-1910.4434204101562
252,-1658.8497009277344
253,1354.1469421386719
254,349.6595153808594
255,325.30718994140625
256,1707.8746337890625
257,376.5860595703125
258,362.10693359375
259,424.78936767578125
260,-1356.6238098144531
261,-777.3438720703125
262,2051.0507202148438
263,920.8307800292969
264,141.3487548828125
265,-297.1191711425781
266,1714.3465576171875
267,227.88113403320312
268,-1433.4585266113281
269,1310.119873046875
270,1128.9026489257812
271,2847.8817443847656
