,0
272,-841.5275573730469
273,-609.8722839355469
274,2498.50244140625
275,-589.9911804199219
276,-772.4435119628906
277,-54.305419921875
278,2189.4351196289062
279,-112.96871948242188
280,-150.80059814453125
281,-1706.7742919921875
282,-789.1547241210938
283,-1665.6531372070312
284,-138.74856567382812
285,732.3533935546875
286,-1502.6295166015625
287,341.4652099609375
288,-273.8650817871094
289,-1026.6180419921875
290,1205.6373291015625
291,1447.1524658203125
292,859.443115234375
293,-900.2302551269531
294,83.29824829101562
295,-685.5631103515625
296,-1062.8177795410156
297,1432.3153991699219
298,1683.8280334472656
299,1052.4991149902344
300,2574.4669494628906
301,474.42596435546875
302,-999.8392944335938
303,499.6146545410156
304,-538.70703125
305,1184.2879028320312
306,942.0463562011719
307,-1001.9275207519531
308,-297.1688537597656
309,1543.0254516601562
310,909.0375671386719
311,1211.744140625
312,26.78955078125
313,-117.938720703125
314,-693.64111328125
315,1566.1568908691406
316,-813.0140686035156
317,-1484.3143310546875
318,60.5108642578125
319,2066.420196533203
320,-799.45849609375
321,610.3942260742188
322,97.04647827148438
323,191.62435913085938
324,-538.1658630371094
325,-265.85986328125
326,-770.34521484375
327,-1484.0137634277344
328,3897.5904235839844
329,2512.536895751953
330,740.6160888671875
331,-319.740478515625
332,-224.28414916992188
333,-413.7971496582031
334,-3.932708740234375
335,2119.593505859375
336,-425.4719543457031
337,-658.0062866210938
338,1309.8676147460938
339,-341.1432189941406
340,-300.8868408203125
341,-1.7493896484375
342,311.61651611328125
343,652.3323669433594
344,1140.5096740722656
345,-15.457550048828125
346,180.50296020507812
347,-1545.5328063964844
348,-345.0943603515625
349,2458.9656372070312
350,1677.180419921875
351,-181.90350341796875
352,-590.6468200683594
353,1272.8215026855469
354,900.3341369628906
355,-152.8680419921875
356,-583.9209899902344
357,-2248.0324096679688
358,764.63134765625
359,374.9873962402344
360,1327.2516784667969
361,468.861572265625
362,770.6051330566406
363,2573.394073486328
364,-1203.8153991699219
365,-919.7639465332031
366,-997.2253723144531
367,1705.0428771972656
368,-1102.4352722167969
369,-1457.7762756347656
370,1528.1041259765625
371,298.72930908203125
372,-212.77023315429688
373,1706.7010192871094
374,-634.6250915527344
375,-28.179351806640625
376,590.8590393066406
377,-1111.219482421875
378,-1432.3127746582031
379,98.88986206054688
380,1225.5537414550781
381,1287.1088562011719
382,640.9122619628906
383,513.5936889648438
384,2654.122100830078
385,-485.9612731933594
386,-1743.5689697265625
387,-762.9169311523438
388,376.837646484375
389,1240.0384826660156
390,-2353.0374145507812
391,-1689.9507141113281
392,1871.8945617675781
393,-513.8213500976562
394,-58.444305419921875
395,-2118.423858642578
396,-415.3827819824219
397,-1167.4071655273438
398,144.85598754882812
399,-735.3935546875
400,-943.5570373535156
401,82.67160034179688
402,-324.58843994140625
403,765.1710205078125
404,-778.7523803710938
405,-269.2864074707031
406,-1014.0382690429688
407,51.751861572265625
408,1151.186767578125
409,225.72128295898438
410,1457.9826354980469
411,-2056.1172790527344
412,948.3878173828125
413,384.9316101074219
414,1443.9562377929688
415,534.5521240234375
416,-302.2200012207031
417,286.2679443359375
418,909.3500671386719
419,-1035.3067932128906
420,-1384.6629333496094
421,950.2496948242188
422,994.7945556640625
423,-1746.2797546386719
424,607.0806579589844
425,822.63671875
426,-1888.7317810058594
427,230.03799438476562
428,39.330230712890625
429,-1989.6581115722656
430,-631.0051574707031
431,-376.9117431640625
432,156.37872314453125
433,-1711.5153503417969
434,-187.029296875
435,175.80218505859375
436,522.5557250976562
437,1440.5216674804688
438,-1972.2799682617188
439,1307.3259887695312
440,-283.5372009277344
441,2064.3728637695312
442,655.9150695800781
443,-135.70083618164062
444,925.0238342285156
445,-309.7986145019531
446,-912.3541564941406
447,1068.2271118164062
448,-195.25985717773438
449,-564.9362182617188
450,250.56280517578125
451,-1222.4254150390625
452,446.5157775878906
453,608.5281677246094
454,1807.3215637207031
455,-3167.8577575683594
456,450.4727783203125
457,1947.2893676757812
458,290.0423278808594
459,1997.2305908203125
460,1051.2040405273438
461,701.9544067382812
462,1128.4381408691406
463,1179.5687561035156
464,654.9506225585938
465,-648.578369140625
466,2358.6105041503906
467,-764.9518737792969
468,1096.98193359375
469,126.92449951171875
470,1509.8140258789062
471,-1242.4822998046875
472,1775.0003356933594
473,-854.1665954589844
474,1119.9462280273438
475,-230.740234375
476,190.0081787109375
477,920.7257385253906
478,-973.8191528320312
479,222.4423828125
480,-668.3094787597656
481,-1324.6328735351562
482,1218.7536926269531
483,-899.6407165527344
484,714.2833557128906
485,818.6276550292969
486,-832.4591064453125
487,892.5716552734375
488,528.4506225585938
489,-1843.1064453125
490,799.044677734375
491,245.80380249023438
492,222.20889282226562
493,-1049.1983032226562
494,639.1516418457031
495,131.23574829101562
496,-8.534515380859375
497,-74.59933471679688
498,306.2353515625
499,49.298095703125
